original_filename,copied_filename,sanitized_source_label,copied_relative_path,size_bytes,created_time,modified_time,sha256,detected_format,project_category,apparent_version,authority_classification,duplicate_group,family_group,notes
video-accessibility-policy.html,video-accessibility-policy.html,fractalish_workspace/public/docs/video-accessibility-policy.html,07_FRACTALISH_MCVA_AMCVA_HOLD/video-accessibility-policy.html,2960,2026-06-09T13:39:57.889915+00:00,2026-06-09T13:39:57.890915+00:00,24914452fa4771856c49b014ff6cb7634bd20dd4ded2bb27e5abb1744e3d79eb,html,07_FRACTALISH_MCVA_AMCVA_HOLD,,CURRENT_SPECIFICATION,,video accessibility policy,Current public-site source.
index.html,index__dup3.html,fractalish_workspace/public/documents/index.html,07_FRACTALISH_MCVA_AMCVA_HOLD/index__dup3.html,326,2026-06-09T13:44:18.217192+00:00,2026-06-09T13:44:18.217192+00:00,873529b6fcd7de4102d292d9794fb9920d04ce087338960b8b80641b78cb90bf,html,07_FRACTALISH_MCVA_AMCVA_HOLD,,CURRENT_SPECIFICATION,,index,Current public-site source.
index.html,index__dup4.html,fractalish_workspace/public/field-guide/index.html,07_FRACTALISH_MCVA_AMCVA_HOLD/index__dup4.html,334,2026-06-09T13:44:17.394194+00:00,2026-06-09T13:44:17.394194+00:00,5bc4b24cd36c8470946ab1da69cdd15b4245599c19bf108eddd1a8bee6d35405,html,07_FRACTALISH_MCVA_AMCVA_HOLD,,CURRENT_SPECIFICATION,,index,Current public-site source.
index.html,index__dup5.html,fractalish_workspace/public/glossary/index.html,07_FRACTALISH_MCVA_AMCVA_HOLD/index__dup5.html,322,2026-06-09T13:43:31.948024+00:00,2026-06-09T13:43:31.948024+00:00,d7cd148c4561f05dec4e94c7fa4328d757d34564fea94f5a337f9f6583b97c9c,html,07_FRACTALISH_MCVA_AMCVA_HOLD,,CURRENT_SPECIFICATION,,index,Current public-site source.
first-life-volcano.png,first-life-volcano.png,fractalish_workspace/public/images/first-life-volcano.png,07_FRACTALISH_MCVA_AMCVA_HOLD/first-life-volcano.png,2088177,2026-06-02T12:28:19.192634+00:00,2026-06-02T08:42:25.996086+00:00,ce8da9a570fb6df97a0cd648a56a10ee36c11e3d75172cc6976c0ddf4ff73d5e,png,07_FRACTALISH_MCVA_AMCVA_HOLD,,CURRENT_SPECIFICATION,,first life volcano,Current public-site source.
fractal-watermark-branch.svg,fractal-watermark-branch.svg,fractalish_workspace/public/images/fractal-watermark-branch.svg,07_FRACTALISH_MCVA_AMCVA_HOLD/fractal-watermark-branch.svg,1787,2026-06-02T12:35:25.190229+00:00,2026-06-02T12:35:25.190229+00:00,bbfa6236b7557626a4ecd2f8909afbd758bf52a4d7aa91fc2341bd879252e2fc,svg,07_FRACTALISH_MCVA_AMCVA_HOLD,,CURRENT_SPECIFICATION,,fractal watermark branch svg,Current public-site source.
fractal-watermark-delta.svg,fractal-watermark-delta.svg,fractalish_workspace/public/images/fractal-watermark-delta.svg,07_FRACTALISH_MCVA_AMCVA_HOLD/fractal-watermark-delta.svg,1212,2026-06-02T12:35:25.260229+00:00,2026-06-02T12:35:25.261229+00:00,0dae86e62e0dcfcb4a1e9843b028832e0174d738c0d3cb509a8a4cc7e324c06a,svg,07_FRACTALISH_MCVA_AMCVA_HOLD,,CURRENT_SPECIFICATION,,fractal watermark delta svg,Current public-site source.
fractal-watermark-web.svg,fractal-watermark-web.svg,fractalish_workspace/public/images/fractal-watermark-web.svg,07_FRACTALISH_MCVA_AMCVA_HOLD/fractal-watermark-web.svg,2032,2026-06-02T12:35:25.332229+00:00,2026-06-02T12:35:25.332229+00:00,5aa9738a5c3c1dd856a62896159f0dda27c0a113bc66e3fc58f0bb9b10485cb4,svg,07_FRACTALISH_MCVA_AMCVA_HOLD,,CURRENT_SPECIFICATION,,fractal watermark web svg,Current public-site source.
mcva-atlas-grid.jpg,mcva-atlas-grid.jpg,fractalish_workspace/public/images/mcva-atlas-grid.jpg,07_FRACTALISH_MCVA_AMCVA_HOLD/mcva-atlas-grid.jpg,487263,2026-06-02T12:28:19.205635+00:00,2026-06-01T21:15:02.911847+00:00,027ddbd625788bf5224b29f7b66ca98b388eeb30e440ac3496b0f656c688a493,jpg,07_FRACTALISH_MCVA_AMCVA_HOLD,,CURRENT_SPECIFICATION,,mcva atlas grid,Current public-site source.
index.html,index__dup6.html,fractalish_workspace/public/library/index.html,07_FRACTALISH_MCVA_AMCVA_HOLD/index__dup6.html,328,2026-06-09T13:44:17.937193+00:00,2026-06-09T13:44:17.937193+00:00,c93e6f09858eeb37a9944b9bc3c2b25f61d79131e1dca587675bf60658a998c1,html,07_FRACTALISH_MCVA_AMCVA_HOLD,,CURRENT_SPECIFICATION,,index,Current public-site source.
index.html,index__dup7.html,fractalish_workspace/public/mcva-amcva-hold/index.html,07_FRACTALISH_MCVA_AMCVA_HOLD/index__dup7.html,354,2026-06-09T13:44:17.654192+00:00,2026-06-09T13:44:17.654192+00:00,ca607e69850731ac7fbf96cf24e0222df7c6fc825f36da62fd4bd7b28fbb5f9a,html,07_FRACTALISH_MCVA_AMCVA_HOLD,,CURRENT_SPECIFICATION,,index,Current public-site source.
index.html,index__dup8.html,fractalish_workspace/public/natural-math/index.html,07_FRACTALISH_MCVA_AMCVA_HOLD/index__dup8.html,338,2026-06-09T13:44:17.524193+00:00,2026-06-09T13:44:17.525194+00:00,5578647711f71f176bb6659ce7476f40893ebaf1f1ad0ba1019017fc6ee6be75,html,07_FRACTALISH_MCVA_AMCVA_HOLD,,CURRENT_SPECIFICATION,,index,Current public-site source.
alphabet-of-transition.html,alphabet-of-transition.html,fractalish_workspace/public/notes/alphabet-of-transition.html,07_FRACTALISH_MCVA_AMCVA_HOLD/alphabet-of-transition.html,5141,2026-06-08T23:42:09.015961+00:00,2026-06-09T13:37:15.027732+00:00,151411dafd9275f6549277d73bb6f5b89eb25e8abd5ef3e668fdcee9ec569a02,html,07_FRACTALISH_MCVA_AMCVA_HOLD,,CURRENT_SPECIFICATION,,alphabet of transition,Current public-site source.
index.html,index__dup9.html,fractalish_workspace/public/project-map/index.html,07_FRACTALISH_MCVA_AMCVA_HOLD/index__dup9.html,334,2026-06-09T13:43:30.942025+00:00,2026-06-09T13:43:30.942025+00:00,332c55e041da5d2c2c1093fe244ced26712328df58b1d3ef6d2d663261353955,html,07_FRACTALISH_MCVA_AMCVA_HOLD,,CURRENT_SPECIFICATION,,index,Current public-site source.
index.html,index__dup10.html,fractalish_workspace/public/research/index.html,07_FRACTALISH_MCVA_AMCVA_HOLD/index__dup10.html,328,2026-06-09T13:44:18.013192+00:00,2026-06-09T13:44:18.013192+00:00,572efe42a4c4e80e85a99a79786e3b37b85510a03d49dfe78d04c85405c5867e,html,07_FRACTALISH_MCVA_AMCVA_HOLD,,CURRENT_SPECIFICATION,,index,Current public-site source.
microglia-fractal-analysis-precedent.html,microglia-fractal-analysis-precedent.html,fractalish_workspace/public/research/microglia-fractal-analysis-precedent.html,07_FRACTALISH_MCVA_AMCVA_HOLD/microglia-fractal-analysis-precedent.html,4688,2026-06-09T13:36:17.972256+00:00,2026-06-09T13:36:17.972256+00:00,190288c76dccc617dd20104c007199809f23edeb521e52e3e14fcab1deed0f85,html,07_FRACTALISH_MCVA_AMCVA_HOLD,,CURRENT_SPECIFICATION,,microglia fractal analysis precedent,Current public-site source.
recovery-wake.html,recovery-wake.html,fractalish_workspace/public/research/recovery-wake.html,07_FRACTALISH_MCVA_AMCVA_HOLD/recovery-wake.html,7977,2026-06-06T17:37:14.665477+00:00,2026-06-09T16:32:07.190942+00:00,d81f600b7cbe649c37d15fb4bace25580d1df319d1afd3c329ec0df47c2e5f60,html,07_FRACTALISH_MCVA_AMCVA_HOLD,,CURRENT_SPECIFICATION,,recovery wake,Current public-site source.
index.html,index__dup11.html,fractalish_workspace/public/roadmap/index.html,07_FRACTALISH_MCVA_AMCVA_HOLD/index__dup11.html,318,2026-06-09T13:43:31.194024+00:00,2026-06-09T13:43:31.194024+00:00,eb3085e6a0998dc8ebd899f06d3796464c563dd2cfe2a700a367c6d55f36afe2,html,07_FRACTALISH_MCVA_AMCVA_HOLD,,CURRENT_SPECIFICATION,,index,Current public-site source.
index.html,index__dup12.html,fractalish_workspace/public/start-here/index.html,07_FRACTALISH_MCVA_AMCVA_HOLD/index__dup12.html,341,2026-06-09T15:08:03.178996+00:00,2026-06-09T15:08:03.178996+00:00,dd885c4b34904520cef36059cb568cf807363b31a0aa6fb784c3afbc91b3db60,html,07_FRACTALISH_MCVA_AMCVA_HOLD,,CURRENT_SPECIFICATION,,index,Current public-site source.
analyze.html,analyze.html,fractalish_workspace/public/tools/analyze.html,07_FRACTALISH_MCVA_AMCVA_HOLD/analyze.html,2271,2026-06-06T17:37:14.861478+00:00,2026-06-06T18:24:48.896132+00:00,e8d03b11216ef041cd50cfd5583187c3f4a9e445b648dfbe0f2f9bf8fcbe5bd5,html,07_FRACTALISH_MCVA_AMCVA_HOLD,,CURRENT_SPECIFICATION,,analyze,Current public-site source.
compare-domains.html,compare-domains.html,fractalish_workspace/public/tools/compare-domains.html,07_FRACTALISH_MCVA_AMCVA_HOLD/compare-domains.html,1504,2026-06-06T18:22:38.313144+00:00,2026-06-06T18:22:38.313144+00:00,e581fc889deab62ae4f1d01c814024509bd6d543c299d26b48d81c974f5cd86e,html,07_FRACTALISH_MCVA_AMCVA_HOLD,,CURRENT_SPECIFICATION,,compare domains,Current public-site source.
index.html,index__dup13.html,fractalish_workspace/public/tools/index.html,07_FRACTALISH_MCVA_AMCVA_HOLD/index__dup13.html,310,2026-06-09T13:44:17.808194+00:00,2026-06-09T13:44:17.808194+00:00,cfee75b18ddbd2410e82ec9c65bc571794b02adbc44414a86a0cdb3ca15267eb,html,07_FRACTALISH_MCVA_AMCVA_HOLD,,CURRENT_SPECIFICATION,,index,Current public-site source.
index.html,index__dup14.html,fractalish_workspace/public/videos/index.html,07_FRACTALISH_MCVA_AMCVA_HOLD/index__dup14.html,3056,2026-06-09T13:44:18.090194+00:00,2026-06-09T16:32:06.644435+00:00,75341015a0e8c1c319a2e1b0e79676490fc0fb52c77a83d7d19634e230c11bfd,html,07_FRACTALISH_MCVA_AMCVA_HOLD,,CURRENT_SPECIFICATION,exact-75341015a0e8,index,Current public-site source.
tom-wessels-reading-forested-landscapes.html,tom-wessels-reading-forested-landscapes.html,fractalish_workspace/public/videos/tom-wessels-reading-forested-landscapes.html,07_FRACTALISH_MCVA_AMCVA_HOLD/tom-wessels-reading-forested-landscapes.html,7550,2026-06-09T13:39:57.739914+00:00,2026-06-09T16:32:07.264942+00:00,910a40520fdb90806df5173012d60ff5126713ba4263665d8052e90ab6bd5fa1,html,07_FRACTALISH_MCVA_AMCVA_HOLD,,CURRENT_SPECIFICATION,,tom wessels reading forested landscapes,Current public-site source.
synaptient-cognitive-basin-technical-white-paper.html,synaptient-cognitive-basin-technical-white-paper.html,fractalish_workspace/public/white-papers/synaptient-cognitive-basin-technical-white-paper.html,07_FRACTALISH_MCVA_AMCVA_HOLD/synaptient-cognitive-basin-technical-white-paper.html,4337,2026-06-09T20:39:58.728291+00:00,2026-06-09T20:39:58.728291+00:00,2d7da0bf0c5a479eabccee805486cd954d766dc2b890b0b5e92dfa701b0e2404,html,07_FRACTALISH_MCVA_AMCVA_HOLD,,CURRENT_SPECIFICATION,,synaptient cognitive basin technical white paper,Current public-site source.
index.html,index__dup15.html,fractalish_workspace/public/whitepaper/index.html,07_FRACTALISH_MCVA_AMCVA_HOLD/index__dup15.html,330,2026-06-09T13:43:31.068023+00:00,2026-06-09T13:43:31.069024+00:00,96659997fb51974156770c4c5a7d0701482df4e9a0c58b25d7280564c0ced64d,html,07_FRACTALISH_MCVA_AMCVA_HOLD,,CURRENT_SPECIFICATION,,index,Current public-site source.
index.html,index__dup16.html,fractalish_workspace/public/archive/evidence-library/index.html,07_FRACTALISH_MCVA_AMCVA_HOLD/index__dup16.html,378,2026-06-09T13:43:30.815024+00:00,2026-06-09T13:43:30.815024+00:00,5ce43ac273fc7426656404dbbc1bdab6e74c981974c7a50c51b1a6f26cafe46b,html,07_FRACTALISH_MCVA_AMCVA_HOLD,,CURRENT_SPECIFICATION,,index,Current public-site source.
index.html,index__dup17.html,fractalish_workspace/public/archive/mcva-amcva-atlas/index.html,07_FRACTALISH_MCVA_AMCVA_HOLD/index__dup17.html,380,2026-06-09T13:43:30.688024+00:00,2026-06-09T13:43:30.688024+00:00,af06c4a338e6bf8642ded849c5e8466b82e993859e74ccb41ed2d6d4fd77f4f1,html,07_FRACTALISH_MCVA_AMCVA_HOLD,,CURRENT_SPECIFICATION,,index,Current public-site source.
index.html,index__dup18.html,fractalish_workspace/public/archive/morphological-memory-paper/index.html,07_FRACTALISH_MCVA_AMCVA_HOLD/index__dup18.html,418,2026-06-09T13:43:32.073024+00:00,2026-06-09T13:43:32.073024+00:00,52a3590c18be1f41dc0429852fb4d432d883689d214b473a476af3707f8b2625,html,07_FRACTALISH_MCVA_AMCVA_HOLD,,CURRENT_SPECIFICATION,,index,Current public-site source.
infinitysight-python-mock-v1.py,infinitysight-python-mock-v1.py,fractalish_workspace/public/assets/docs/infinitysight-python-mock-v1.py,07_FRACTALISH_MCVA_AMCVA_HOLD/infinitysight-python-mock-v1.py,7293,2026-06-08T23:37:16.712924+00:00,2026-06-09T00:44:18+00:00,2503e91e9ee989f752fa8dfd61910f519bcb011279fe4430385726f3a43ecc48,py,07_FRACTALISH_MCVA_AMCVA_HOLD,,CURRENT_SPECIFICATION,,infinitysight python mock,Current public-site source.
infinitysight-symlan-module-v1.symlan,infinitysight-symlan-module-v1.symlan,fractalish_workspace/public/assets/docs/infinitysight-symlan-module-v1.symlan,07_FRACTALISH_MCVA_AMCVA_HOLD/infinitysight-symlan-module-v1.symlan,5739,2026-06-08T23:37:16.711925+00:00,2026-06-09T00:44:18+00:00,f411ab96c9b54de13990140b72add0ff17e0d3d85e4c878349e53dec067c474f,symlan,07_FRACTALISH_MCVA_AMCVA_HOLD,,CURRENT_SPECIFICATION,exact-f411ab96c9b5,infinitysight symlan module,Current public-site source.
linear-encoding-target-morphology-regeneration.pdf,linear-encoding-target-morphology-regeneration.pdf,fractalish_workspace/public/assets/docs/linear-encoding-target-morphology-regeneration.pdf,07_FRACTALISH_MCVA_AMCVA_HOLD/linear-encoding-target-morphology-regeneration.pdf,1316730,2026-06-08T23:37:16.716924+00:00,2026-06-09T00:44:18+00:00,defeadcfaf54f18ef1e4256d5a8dac73fccfb2bd7d78d5ca818ed214d03d4762,pdf,07_FRACTALISH_MCVA_AMCVA_HOLD,,CURRENT_SPECIFICATION,,linear encoding target morphology regeneration,Current public-site source.
natural-math-full-implementation-v1.0.py,natural-math-full-implementation-v1.0.py,fractalish_workspace/public/assets/docs/natural-math-full-implementation-v1.0.py,07_FRACTALISH_MCVA_AMCVA_HOLD/natural-math-full-implementation-v1.0.py,40831,2026-06-08T23:37:16.710924+00:00,2026-06-08T07:57:11.505896+00:00,8babf8eb8592be161aeeeca0a920dfaa245489327affc9f63845355ce0f82994,py,07_FRACTALISH_MCVA_AMCVA_HOLD,v1.0,CURRENT_SPECIFICATION,exact-8babf8eb8592,natural math full implementation,Current public-site source.
natural-math-v2.4-hardened-specification.docx,natural-math-v2.4-hardened-specification.docx,fractalish_workspace/public/assets/docs/natural-math-v2.4-hardened-specification.docx,07_FRACTALISH_MCVA_AMCVA_HOLD/natural-math-v2.4-hardened-specification.docx,356516,2026-06-08T23:37:16.709928+00:00,2026-06-09T00:44:18+00:00,27ea239c1f2ebef8b47f320160ef4b0cc396409f6ef76055fb5734c409a699b2,docx,07_FRACTALISH_MCVA_AMCVA_HOLD,v2.4,CURRENT_SPECIFICATION,exact-27ea239c1f2e,natural math hardened specification,Current public-site source.
quantitating-microglial-morphology-fractal-analysis.pdf,quantitating-microglial-morphology-fractal-analysis.pdf,fractalish_workspace/public/assets/docs/quantitating-microglial-morphology-fractal-analysis.pdf,07_FRACTALISH_MCVA_AMCVA_HOLD/quantitating-microglial-morphology-fractal-analysis.pdf,2620672,2026-06-08T23:37:16.714924+00:00,2026-06-09T00:44:18+00:00,a2dfcc280e0f6000e0a1238e1e5916687f296a40e0e714538c5b4782131378bb,pdf,07_FRACTALISH_MCVA_AMCVA_HOLD,,CURRENT_SPECIFICATION,,quantitating microglial morphology fractal analysis,Current public-site source.
synaptient-fractalish-master-white-paper-v0.1.docx,synaptient-fractalish-master-white-paper-v0.1.docx,fractalish_workspace/public/assets/docs/synaptient-fractalish-master-white-paper-v0.1.docx,07_FRACTALISH_MCVA_AMCVA_HOLD/synaptient-fractalish-master-white-paper-v0.1.docx,36447,2026-06-08T23:37:16.707926+00:00,2026-06-09T00:44:18+00:00,7e5855ee78655a971bb6c2225a1fd30892d00657488bfde751d1ba59c3d995f9,docx,07_FRACTALISH_MCVA_AMCVA_HOLD,v0.1,CURRENT_SPECIFICATION,,synaptient fractalish master white paper,Current public-site source.
Synaptient_Cognitive_Basin_Companion_Foundation_Appendix_v0_1.docx,Synaptient_Cognitive_Basin_Companion_Foundation_Appendix_v0_1.docx,fractalish_workspace/public/assets/docs/Synaptient_Cognitive_Basin_Companion_Foundation_Appendix_v0_1.docx,07_FRACTALISH_MCVA_AMCVA_HOLD/Synaptient_Cognitive_Basin_Companion_Foundation_Appendix_v0_1.docx,53807,2026-06-09T20:39:01.681112+00:00,2026-06-09T20:19:17.264869+00:00,f8515377c902c754fd47aa017bc2bbda5996258f2213b9d47978cf9d2be07fad,docx,07_FRACTALISH_MCVA_AMCVA_HOLD,,CURRENT_SPECIFICATION,exact-f8515377c902,synaptient cognitive basin companion foundation appendix,Current public-site source.
Synaptient_Cognitive_Basin_Companion_Foundation_Appendix_v0_1.pdf,Synaptient_Cognitive_Basin_Companion_Foundation_Appendix_v0_1.pdf,fractalish_workspace/public/assets/docs/Synaptient_Cognitive_Basin_Companion_Foundation_Appendix_v0_1.pdf,07_FRACTALISH_MCVA_AMCVA_HOLD/Synaptient_Cognitive_Basin_Companion_Foundation_Appendix_v0_1.pdf,269609,2026-06-09T20:39:01.666111+00:00,2026-06-09T20:19:27.024451+00:00,0d0624e4e2c4d2b53d2aeece84d957b83a0cda576fdf7d4a50265eabdee8a756,pdf,07_FRACTALISH_MCVA_AMCVA_HOLD,,CURRENT_SPECIFICATION,exact-0d0624e4e2c4,synaptient cognitive basin companion foundation appendix,Current public-site source.
Synaptient_Cognitive_Basin_Technical_White_Paper_v0_1.docx,Synaptient_Cognitive_Basin_Technical_White_Paper_v0_1.docx,fractalish_workspace/public/assets/docs/Synaptient_Cognitive_Basin_Technical_White_Paper_v0_1.docx,07_FRACTALISH_MCVA_AMCVA_HOLD/Synaptient_Cognitive_Basin_Technical_White_Paper_v0_1.docx,2559398,2026-06-09T20:39:01.677114+00:00,2026-06-09T20:22:48.521373+00:00,9ae60f1c8262605141e15edbc30e712fdc164750481ff37627a6fd9a9829721e,docx,07_FRACTALISH_MCVA_AMCVA_HOLD,,CURRENT_SPECIFICATION,exact-9ae60f1c8262,synaptient cognitive basin technical white paper,Current public-site source.
Synaptient_Cognitive_Basin_Technical_White_Paper_v0_1.pdf,Synaptient_Cognitive_Basin_Technical_White_Paper_v0_1.pdf,fractalish_workspace/public/assets/docs/Synaptient_Cognitive_Basin_Technical_White_Paper_v0_1.pdf,07_FRACTALISH_MCVA_AMCVA_HOLD/Synaptient_Cognitive_Basin_Technical_White_Paper_v0_1.pdf,694209,2026-06-09T20:39:01.662111+00:00,2026-06-09T19:28:55.830013+00:00,0c5a73cb254586db09a1a5b6b11b835e0768f1ef5a07c77bc96d0d0875cfcc24,pdf,07_FRACTALISH_MCVA_AMCVA_HOLD,,CURRENT_SPECIFICATION,exact-0c5a73cb2545,synaptient cognitive basin technical white paper,Current public-site source.
not-consciousness-simulation-graphic.png,not-consciousness-simulation-graphic.png,fractalish_workspace/public/assets/figures/not-consciousness-simulation-graphic.png,07_FRACTALISH_MCVA_AMCVA_HOLD/not-consciousness-simulation-graphic.png,2513839,2026-06-08T23:37:16.719927+00:00,2026-06-09T00:44:20+00:00,3c1e19c84e31f5f0f58d030343b1029aac81f9acb24bb0d17466ae332a62b4fb,png,07_FRACTALISH_MCVA_AMCVA_HOLD,,CURRENT_SPECIFICATION,,not consciousness simulation graphic,Current public-site source.
og-fractalish.svg,og-fractalish.svg,fractalish_workspace/public/assets/figures/og-fractalish.svg,07_FRACTALISH_MCVA_AMCVA_HOLD/og-fractalish.svg,934,2026-06-08T23:37:16.721927+00:00,2026-06-09T00:44:20+00:00,38798917efb3fd73f604bedc8feaa8144e7b797971ce66caf44141dfafa3ae4d,svg,07_FRACTALISH_MCVA_AMCVA_HOLD,,CURRENT_SPECIFICATION,,og fractalish svg,Current public-site source.
tom-wessels-part-1-timed-subtitles.txt,tom-wessels-part-1-timed-subtitles.txt,fractalish_workspace/public/assets/subtitles/tom-wessels-part-1-timed-subtitles.txt,07_FRACTALISH_MCVA_AMCVA_HOLD/tom-wessels-part-1-timed-subtitles.txt,86113,2026-06-09T13:27:00.777186+00:00,2026-06-09T10:29:55.045472+00:00,fdbaec6d4e1544ff8f2597f7b051e8bb84dbcb6d89ce9631653ff3f57d48d8a8,txt,07_FRACTALISH_MCVA_AMCVA_HOLD,,CURRENT_SPECIFICATION,,tom wessels part timed subtitles,Current public-site source.
tom-wessels-part-2-timed-subtitles.txt,tom-wessels-part-2-timed-subtitles.txt,fractalish_workspace/public/assets/subtitles/tom-wessels-part-2-timed-subtitles.txt,07_FRACTALISH_MCVA_AMCVA_HOLD/tom-wessels-part-2-timed-subtitles.txt,21252,2026-06-09T13:27:00.779187+00:00,2026-06-09T10:34:40.861772+00:00,5f5c84a610d76cef8e8dad3397979c34b864254a48ae19bc78dee05fd18be43f,txt,07_FRACTALISH_MCVA_AMCVA_HOLD,,CURRENT_SPECIFICATION,,tom wessels part timed subtitles,Current public-site source.
index.html,index__dup19.html,fractalish_workspace/public/commons/hold/index.html,07_FRACTALISH_MCVA_AMCVA_HOLD/index__dup19.html,336,2026-06-09T13:43:31.822024+00:00,2026-06-09T13:43:31.822024+00:00,dea2054a7074105689b4ddf13548933c55253ed0531b70a976865e15f7a885c9,html,07_FRACTALISH_MCVA_AMCVA_HOLD,,CURRENT_SPECIFICATION,,index,Current public-site source.
index.html,index__dup20.html,fractalish_workspace/public/commons/proof-negative/index.html,07_FRACTALISH_MCVA_AMCVA_HOLD/index__dup20.html,370,2026-06-09T13:43:31.695024+00:00,2026-06-09T13:43:31.696025+00:00,6cc3315a4f2d521bdfeb404e1a48dbe1323e2cc7a886c0f42bbf5f4325315991,html,07_FRACTALISH_MCVA_AMCVA_HOLD,,CURRENT_SPECIFICATION,,index,Current public-site source.
index.html,index__dup21.html,fractalish_workspace/public/commons/proof-positive/index.html,07_FRACTALISH_MCVA_AMCVA_HOLD/index__dup21.html,370,2026-06-09T13:43:31.570024+00:00,2026-06-09T13:43:31.570024+00:00,66247568d1cfc276baf85cdb0a27c18cbfdd6d5c2b6a678f516a2d85f383edee,html,07_FRACTALISH_MCVA_AMCVA_HOLD,,CURRENT_SPECIFICATION,,index,Current public-site source.
index.html,index__dup22.html,fractalish_workspace/public/research/recovery-wake/index.html,07_FRACTALISH_MCVA_AMCVA_HOLD/index__dup22.html,389,2026-06-09T13:43:30.558024+00:00,2026-06-09T13:43:30.558024+00:00,419a34f12c26493483e0ca1fe45eef794d662c5e6c9791cac17c556bceedb0db,html,07_FRACTALISH_MCVA_AMCVA_HOLD,,CURRENT_SPECIFICATION,,index,Current public-site source.
index.html,index__dup23.html,fractalish_workspace/public/tools/analyze/index.html,07_FRACTALISH_MCVA_AMCVA_HOLD/index__dup23.html,336,2026-06-09T13:43:31.319024+00:00,2026-06-09T13:43:31.320024+00:00,0f494f99ad1aa1a9d478f725c72f418e883cf4eb73266010dd13ad24e0f18c8c,html,07_FRACTALISH_MCVA_AMCVA_HOLD,,CURRENT_SPECIFICATION,,index,Current public-site source.
index.html,index__dup24.html,fractalish_workspace/public/tools/compare-domains/index.html,07_FRACTALISH_MCVA_AMCVA_HOLD/index__dup24.html,368,2026-06-09T13:43:31.445026+00:00,2026-06-09T13:43:31.445026+00:00,dc30b7589a9232e9888f41431562f6ac0a2f5e6a244d6c82d28bcd435c245b6f,html,07_FRACTALISH_MCVA_AMCVA_HOLD,,CURRENT_SPECIFICATION,,index,Current public-site source.
index.html,index__dup25.html,fractalish_workspace/public/videos/tom-wessels-reading-forested-landscapes/index.html,07_FRACTALISH_MCVA_AMCVA_HOLD/index__dup25.html,451,2026-06-09T13:44:30.626446+00:00,2026-06-09T13:44:30.626446+00:00,24ff579ef1430b8c5dad0af6bbe9663aa9245e7754d4be3aede499a2481db4b0,html,07_FRACTALISH_MCVA_AMCVA_HOLD,,CURRENT_SPECIFICATION,,index,Current public-site source.
Synaptient_Cognitive_Basin_Technical_White_Paper_v0_1.docx,Synaptient_Cognitive_Basin_Technical_White_Paper_v0_1.docx,cognitive_basin/Synaptient_Cognitive_Basin_Technical_White_Paper_v0_1.docx,08_COGNITIVE_BASIN/Synaptient_Cognitive_Basin_Technical_White_Paper_v0_1.docx,2559398,2026-06-09T19:23:19.609482+00:00,2026-06-09T20:22:48.521373+00:00,9ae60f1c8262605141e15edbc30e712fdc164750481ff37627a6fd9a9829721e,docx,08_COGNITIVE_BASIN,,CURRENT_SPECIFICATION,exact-9ae60f1c8262,synaptient cognitive basin technical white paper,Technical white paper.
Synaptient_Cognitive_Basin_Technical_White_Paper_v0_1.pdf,Synaptient_Cognitive_Basin_Technical_White_Paper_v0_1.pdf,cognitive_basin/Synaptient_Cognitive_Basin_Technical_White_Paper_v0_1.pdf,08_COGNITIVE_BASIN/Synaptient_Cognitive_Basin_Technical_White_Paper_v0_1.pdf,694209,2026-06-09T19:28:55.627012+00:00,2026-06-09T19:28:55.830013+00:00,0c5a73cb254586db09a1a5b6b11b835e0768f1ef5a07c77bc96d0d0875cfcc24,pdf,08_COGNITIVE_BASIN,,CURRENT_SPECIFICATION,exact-0c5a73cb2545,synaptient cognitive basin technical white paper,Technical white paper PDF.
Synaptient_Cognitive_Basin_Companion_Foundation_Appendix_v0_1.docx,Synaptient_Cognitive_Basin_Companion_Foundation_Appendix_v0_1.docx,cognitive_basin/Synaptient_Cognitive_Basin_Companion_Foundation_Appendix_v0_1.docx,08_COGNITIVE_BASIN/Synaptient_Cognitive_Basin_Companion_Foundation_Appendix_v0_1.docx,53807,2026-06-09T20:19:16.608872+00:00,2026-06-09T20:19:17.264869+00:00,f8515377c902c754fd47aa017bc2bbda5996258f2213b9d47978cf9d2be07fad,docx,08_COGNITIVE_BASIN,,CURRENT_SPECIFICATION,exact-f8515377c902,synaptient cognitive basin companion foundation appendix,Companion appendix.
Synaptient_Cognitive_Basin_Companion_Foundation_Appendix_v0_1.pdf,Synaptient_Cognitive_Basin_Companion_Foundation_Appendix_v0_1.pdf,cognitive_basin/Synaptient_Cognitive_Basin_Companion_Foundation_Appendix_v0_1.pdf,08_COGNITIVE_BASIN/Synaptient_Cognitive_Basin_Companion_Foundation_Appendix_v0_1.pdf,269609,2026-06-09T20:19:26.824450+00:00,2026-06-09T20:19:27.024451+00:00,0d0624e4e2c4d2b53d2aeece84d957b83a0cda576fdf7d4a50265eabdee8a756,pdf,08_COGNITIVE_BASIN,,CURRENT_SPECIFICATION,exact-0d0624e4e2c4,synaptient cognitive basin companion foundation appendix,Companion appendix PDF.
